brand_name,os,screen_size,4g,5g,main_camera_mp,selfie_camera_mp,int_memory,ram,battery,weight,release_year,days_used,new_price
Asus,Android,25.43,no,no,5.0,1.2,16.0,4.0,3950.0,580.0,2013,887,228.6
Huawei,Android,15.47,yes,no,13.0,8.0,32.0,3.0,3020.0,150.0,2020,297,91.79
Others,Android,17.78,no,no,0.3,2.0,32.0,4.0,3500.0,354.4,2014,791,69.58
Micromax,Android,12.7,no,no,13.0,5.0,16.0,4.0,2400.0,143.0,2015,810,149.49
HTC,Windows,12.7,no,no,4.0,5.0,32.0,4.0,2600.0,160.0,2014,1028,299.91
Panasonic,Android,10.16,no,no,5.0,2.0,32.0,4.0,1500.0,117.0,2014,787,88.91
XOLO,Android,10.34,no,no,8.0,1.3,32.0,4.0,1900.0,140.0,2013,852,171.23
ZTE,Android,12.7,yes,no,13.0,13.0,32.0,4.0,2500.0,131.0,2015,834,278.96
Apple,iOS,10.34,yes,no,12.0,7.0,64.0,3.0,1821.0,148.0,2020,235,356.15
Others,Android,12.83,yes,no,16.0,8.0,32.0,4.0,9000.0,469.0,2018,621,249.61
Others,Android,10.29,no,no,5.0,0.3,16.0,4.0,2000.0,144.0,2013,1028,101.81
LG,Android,20.32,yes,no,5.0,5.0,16.0,4.0,4800.0,309.0,2016,738,222.22
Huawei,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2200.0,135.0,2015,879,198.99
Others,Android,25.4,no,no,5.0,2.0,16.0,4.0,7000.0,626.0,2013,591,219.57
Nokia,Android,12.83,yes,no,16.0,8.0,32.0,4.0,3000.0,172.0,2018,611,229.68
Xiaomi,Android,16.59,yes,no,,13.0,128.0,4.0,5020.0,199.0,2020,354,169.99
Others,Android,12.83,yes,no,16.0,8.0,32.0,4.0,3000.0,155.0,2016,1047,380.54
Asus,Android,15.24,no,no,8.0,1.2,16.0,4.0,3200.0,210.0,2013,1040,350.35
Others,Android,12.7,no,no,13.0,5.0,16.0,4.0,2500.0,158.0,2015,903,221.76
HTC,Android,15.24,yes,no,13.0,13.0,128.0,4.0,3600.0,175.0,2018,682,299.41
Alcatel,Android,12.83,yes,no,5.0,5.0,16.0,1.0,2460.0,153.2,2019,473,81.79
Others,Android,12.7,no,no,13.0,5.0,16.0,4.0,2800.0,169.0,2017,751,70.58
Others,Android,12.7,yes,no,8.0,2.0,16.0,4.0,4000.0,210.0,2018,516,148.73
Oppo,Android,15.34,yes,no,13.0,25.0,128.0,4.0,3700.0,183.0,2018,598,599.47
Samsung,Android,10.34,no,no,5.0,0.3,32.0,4.0,2000.0,143.9,2013,763,169.02
Asus,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3000.0,170.0,2015,685,249.78
Sony,Android,12.7,yes,no,13.1,2.2,16.0,4.0,2330.0,146.0,2013,930,270.09
Samsung,Android,10.16,no,no,5.0,0.3,16.0,4.0,1500.0,124.0,2014,735,100.99
OnePlus,Android,16.94,yes,no,,16.0,256.0,8.0,4085.0,206.0,2019,341,551.61
LG,Android,12.88,yes,no,13.0,5.0,32.0,4.0,3000.0,163.0,2015,814,250.19
Others,Android,25.43,no,no,1.2,0.3,16.0,4.0,2000.0,598.7,2013,667,229.33
Celkon,Others,5.28,no,no,1.3,0.3,256.0,0.25,1400.0,140.0,2013,561,20.61
Nokia,Windows,10.29,no,no,5.0,1.6,32.0,4.0,1830.0,134.0,2014,825,141.05
Others,Android,10.16,no,no,8.0,1.3,16.0,4.0,2500.0,128.0,2015,782,79.35
Acer,Android,12.7,no,no,5.0,0.3,16.0,4.0,2000.0,150.0,2014,1015,170.45
LG,Android,7.82,no,no,3.15,1.3,16.0,4.0,1700.0,125.0,2013,1008,109.77
Others,Others,5.28,no,no,0.3,8.0,32.0,0.25,3100.0,130.0,2018,504,40.19
Others,Android,12.83,yes,no,12.0,5.0,32.0,4.0,5000.0,165.0,2018,709,170.26
Lenovo,Android,20.32,yes,no,8.0,5.0,64.0,4.0,4850.0,300.0,2017,737,200.92
Samsung,Android,15.24,yes,no,12.0,8.0,64.0,4.0,3300.0,178.0,2018,504,240.32
Alcatel,Android,15.24,yes,no,12.0,5.0,32.0,4.0,4000.0,175.0,2017,823,259.2
Spice,Android,12.7,no,no,5.0,1.3,16.0,4.0,2100.0,185.0,2013,747,99.5
Others,Android,20.32,yes,no,5.0,2.0,32.0,4.0,3500.0,150.0,2014,872,278.79
Xiaomi,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3060.0,160.0,2015,1021,161.65
Nokia,Others,5.18,no,no,0.3,0.0,0.06,0.02,1200.0,88.2,2020,266,40.41
Samsung,Android,17.78,no,no,3.15,1.3,32.0,4.0,4000.0,276.0,2014,645,239.23
LG,Android,12.7,yes,no,8.0,5.0,16.0,4.0,2100.0,122.0,2016,862,180.08
Vivo,Android,13.79,yes,no,16.0,8.0,128.0,4.0,3600.0,167.8,2016,675,519.23
Alcatel,Android,10.29,no,no,5.0,0.3,16.0,4.0,1800.0,130.0,2013,967,110.14
Others,Android,10.16,no,no,5.0,0.3,16.0,4.0,1500.0,180.0,2013,706,101.12
Vivo,Android,15.29,yes,no,13.0,8.0,128.0,4.0,4030.0,165.0,2018,411,229.32
Oppo,Android,15.29,yes,no,8.0,16.0,64.0,4.0,4230.0,170.0,2019,504,199.24
Sony,Android,12.83,yes,no,13.0,5.0,16.0,4.0,2600.0,147.0,2015,842,249.92
HTC,Android,15.24,yes,no,13.0,14.5,128.0,6.0,3930.0,180.0,2019,489,417.21
Motorola,Android,15.32,yes,no,13.0,25.0,128.0,4.0,3500.0,180.0,2019,320,165.75
Others,Android,12.7,no,no,3.15,2.0,16.0,4.0,2100.0,174.0,2014,616,71.38
Lenovo,Android,10.16,no,no,5.0,1.0,16.0,4.0,1500.0,131.0,2013,542,69.17
Asus,Android,12.7,yes,no,13.0,2.0,16.0,4.0,2300.0,150.0,2014,1081,321.5
Xiaomi,Android,16.36,yes,no,16.0,5.0,16.0,4.0,4850.0,145.0,2016,799,150.51
Motorola,Android,12.75,yes,no,12.0,16.0,64.0,4.0,3000.0,163.0,2017,564,200.91
LG,Android,7.67,no,no,3.15,1.3,16.0,4.0,1540.0,110.0,2013,941,59.36
Coolpad,Android,10.34,yes,no,8.0,5.0,32.0,4.0,1800.0,119.0,2015,820,151.59
Gionee,Android,10.21,yes,no,16.0,5.0,64.0,4.0,2530.0,207.7,2016,873,548.66
Acer,Android,25.43,no,no,5.0,2.0,16.0,4.0,5910.0,540.0,2015,899,249.1
Nokia,Android,12.7,yes,no,8.0,5.0,32.0,4.0,4100.0,161.0,2017,564,108.92
LG,Android,12.83,yes,no,13.0,5.0,64.0,4.0,3000.0,145.0,2018,494,180.21
Xiaomi,Android,12.7,yes,no,13.0,5.0,32.0,4.0,4100.0,144.0,2016,881,150.99
Lenovo,Android,12.83,yes,no,16.0,8.0,32.0,4.0,4000.0,169.0,2016,789,250.54
ZTE,Android,12.83,yes,no,8.0,8.0,32.0,4.0,3000.0,169.8,2015,1081,290.54
Oppo,Android,16.59,yes,no,8.0,16.0,128.0,8.0,4000.0,195.0,2019,215,228.65
HTC,Android,12.75,yes,no,13.0,13.0,16.0,4.0,2400.0,154.0,2014,703,380.1
ZTE,Android,12.7,no,no,8.0,5.0,32.0,4.0,2300.0,135.55,2014,593,170.46
Xiaomi,Android,20.32,yes,no,13.0,5.0,64.0,4.0,6000.0,342.5,2018,665,159.53
Apple,iOS,10.34,yes,no,12.0,7.0,64.0,4.0,1821.0,148.0,2017,604,702.51
Others,Android,15.29,yes,no,22.6,8.0,128.0,4.0,3130.0,146.0,2019,262,599.34
Nokia,Windows,10.29,yes,no,8.0,1.3,16.0,4.0,2000.0,139.0,2013,707,259.15
Acer,Android,10.29,no,no,5.0,2.0,32.0,4.0,2000.0,142.0,2015,961,90.67
Apple,iOS,10.34,yes,no,12.0,5.0,16.0,4.0,1715.0,143.0,2015,778,501.45
Alcatel,Android,15.24,yes,no,8.0,5.0,16.0,4.0,3000.0,155.0,2018,586,158.42
Asus,Android,10.29,yes,no,8.0,2.0,32.0,4.0,2070.0,135.0,2016,866,107.91
Others,Android,15.24,no,no,8.0,2.0,16.0,4.0,3000.0,160.0,2014,900,201.15
Meizu,Android,15.29,yes,no,,16.0,64.0,6.0,4000.0,165.0,2019,517,218.91
Samsung,Android,10.24,no,no,5.0,2.0,16.0,4.0,1850.0,122.0,2015,840,111.17
Lenovo,Android,10.29,yes,no,5.0,2.0,32.0,4.0,2000.0,144.0,2016,803,80.95
Spice,Android,10.29,no,no,5.0,1.3,16.0,4.0,2100.0,158.0,2013,1053,111.69
BlackBerry,Android,12.75,yes,no,13.0,8.0,16.0,4.0,2610.0,135.0,2016,920,200.16
Samsung,Android,15.42,yes,yes,12.0,32.0,128.0,6.0,4500.0,206.0,2019,254,847.57
LG,Android,10.16,no,no,5.0,1.3,16.0,4.0,1700.0,103.3,2013,1057,141.85
Nokia,Windows,12.7,yes,no,20.0,1.2,32.0,4.0,2420.0,167.0,2014,881,399.11
Vivo,Android,16.59,yes,no,13.0,16.0,64.0,4.0,5000.0,204.1,2019,338,201.29
Samsung,Others,12.7,no,no,8.0,5.0,32.0,4.0,2600.0,137.0,2015,720,108.6
ZTE,Android,12.7,no,no,8.0,2.0,32.0,4.0,2000.0,149.5,2015,1041,80.82
Others,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2800.0,176.0,2017,872,79.04
Samsung,Android,20.32,yes,no,8.0,5.0,16.0,4.0,4450.0,415.0,2017,886,389.75
Others,Android,10.29,yes,no,5.0,0.3,32.0,4.0,1800.0,150.0,2014,945,139.96
LG,Android,12.83,yes,no,13.0,5.0,16.0,2.0,4500.0,171.0,2018,393,180.28
Others,Android,12.7,no,no,8.0,2.0,32.0,4.0,5000.0,180.0,2015,862,139.96
Realme,Android,15.27,yes,no,,5.0,32.0,3.0,4000.0,166.0,2020,247,40.85
Nokia,Others,5.18,no,no,5.0,0.0,,0.03,1020.0,157.0,2019,501,30.58
Huawei,Android,15.34,yes,no,10.5,16.0,128.0,6.0,4200.0,183.0,2020,325,175.1
Microsoft,Windows,12.7,yes,no,8.0,5.0,16.0,4.0,2000.0,122.0,2016,961,149.74
Panasonic,Android,12.83,yes,no,13.0,5.0,16.0,4.0,2500.0,145.0,2015,976,200.3
Motorola,Android,10.29,yes,no,5.0,1.3,32.0,4.0,2070.0,143.0,2014,927,160.77
Lava,Android,12.7,no,no,8.0,3.0,32.0,4.0,2500.0,160.0,2015,684,129.64
Alcatel,Android,10.29,yes,no,8.0,2.0,16.0,4.0,2000.0,116.0,2014,568,198.6
Honor,Android,16.23,yes,no,13.0,8.0,128.0,6.0,4000.0,176.0,2020,141,158.77
Honor,Android,15.77,yes,no,13.0,8.0,64.0,4.0,3400.0,164.0,2020,219,179.24
Coolpad,Android,16.15,yes,no,,13.0,32.0,3.0,4000.0,170.0,2019,342,161.61
Motorola,Android,12.75,yes,no,21.0,2.0,64.0,4.0,3900.0,176.0,2014,768,300.48
Others,Android,10.29,no,no,5.0,0.3,4.0,0.5,1760.0,136.0,2013,1091,201.12
Lenovo,Android,12.7,no,no,8.0,0.3,16.0,4.0,4000.0,176.0,2013,630,189.07
Samsung,Android,15.32,yes,no,8.0,1.9,32.0,4.0,3200.0,199.0,2013,745,300.67
Micromax,Android,10.29,no,no,5.0,0.3,16.0,4.0,1800.0,118.0,2013,956,110.61
Huawei,Android,16.74,yes,no,13.0,16.0,64.0,4.0,4000.0,196.8,2019,375,280.93
Others,Android,12.7,no,no,5.0,2.0,32.0,4.0,2500.0,150.0,2015,767,163.74
Alcatel,Android,20.32,no,no,2.0,0.3,16.0,4.0,3240.0,335.0,2015,686,99.75
Nokia,Others,5.18,no,no,0.3,0.0,,0.02,1100.0,78.4,2015,559,29.33
Lenovo,Android,12.88,yes,no,13.0,8.0,32.0,4.0,3000.0,155.0,2018,480,107.85
Microsoft,Windows,12.88,no,no,13.0,5.0,32.0,4.0,3000.0,171.0,2015,949,169.15
Asus,Android,12.75,yes,no,16.0,8.0,64.0,4.0,2600.0,144.0,2016,553,281.22
ZTE,Android,12.7,yes,no,13.0,5.0,32.0,4.0,2400.0,165.0,2015,628,210.14
ZTE,Android,10.29,yes,no,8.0,1.0,32.0,4.0,2070.0,127.6,2013,849,151.33
Sony,Android,10.36,yes,no,8.0,0.3,32.0,4.0,2300.0,149.0,2014,1046,200.15
LG,Android,10.29,no,no,5.0,0.3,16.0,4.0,2100.0,126.6,2014,601,128.97
Motorola,Android,10.24,no,no,5.0,2.0,16.0,4.0,1980.0,142.0,2014,959,101.64
Nokia,Others,5.18,no,no,0.3,0.0,0.06,0.02,1100.0,78.6,2015,682,30.0
Samsung,Android,17.78,no,no,3.15,1.3,32.0,4.0,4000.0,302.0,2013,849,138.86
Acer,Android,10.29,yes,no,5.0,5.0,32.0,4.0,2000.0,142.0,2015,988,111.12
Alcatel,Android,17.78,yes,no,5.0,2.0,8.0,1.0,3240.0,295.1,2016,662,130.02
Others,Android,25.43,no,no,2.0,2.0,16.0,4.0,6400.0,660.0,2013,927,189.09
Nokia,Android,12.9,yes,no,8.0,16.0,64.0,4.0,3060.0,151.0,2018,648,251.11
ZTE,Android,12.83,yes,no,13.0,8.0,128.0,4.0,3400.0,170.0,2017,685,451.18
Micromax,Android,7.75,no,no,0.3,0.3,16.0,4.0,2000.0,89.0,2013,897,47.96
Samsung,Android,10.29,yes,no,5.0,0.3,16.0,4.0,2100.0,136.9,2014,897,160.91
Vivo,Android,16.74,yes,no,13.0,16.0,128.0,4.0,4000.0,199.0,2018,465,600.93
Honor,Android,12.83,no,no,13.0,5.0,32.0,4.0,3000.0,162.0,2013,1083,248.55
ZTE,Android,12.75,yes,no,13.0,8.0,64.0,4.0,3200.0,155.0,2017,889,198.45
Asus,Android,12.7,no,no,8.0,2.0,32.0,4.0,2070.0,135.0,2015,840,128.54
Others,Android,17.65,no,no,5.0,0.3,32.0,4.0,3000.0,305.0,2014,806,142.23
Motorola,Android,15.34,yes,no,48.0,25.0,128.0,4.0,3600.0,165.0,2019,422,254.99
Others,Android,10.34,yes,no,13.0,5.0,32.0,4.0,3800.0,153.0,2016,930,649.82
HTC,Android,12.7,yes,no,4.0,5.0,16.0,4.0,2600.0,160.0,2014,1047,298.9
Oppo,Android,10.29,no,no,8.0,2.0,32.0,4.0,2000.0,135.0,2015,578,70.89
LG,Android,12.75,yes,no,12.3,8.0,16.0,4.0,2520.0,118.0,2016,741,211.23
Micromax,Android,12.83,no,no,5.0,0.3,32.0,4.0,2820.0,143.0,2015,601,108.89
Sony,Android,10.31,yes,no,23.0,5.1,32.0,4.0,2700.0,138.0,2015,700,202.89
HTC,Android,12.83,no,no,13.0,8.0,16.0,4.0,2600.0,154.5,2015,916,178.86
Asus,Android,12.83,yes,no,13.0,13.0,32.0,4.0,3000.0,144.0,2017,781,151.54
Xiaomi,Android,12.7,yes,no,13.0,5.0,32.0,4.0,4100.0,144.0,2016,670,130.6
Lenovo,Android,12.7,yes,no,13.0,8.0,64.0,4.0,3500.0,149.0,2016,830,219.98
Motorola,Android,15.29,yes,no,13.0,12.0,64.0,4.0,3000.0,176.0,2019,390,298.17
HTC,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2200.0,140.0,2016,597,189.27
Others,Android,12.7,yes,no,12.0,8.0,64.0,4.0,4900.0,335.0,2018,426,699.77
Xiaomi,Android,10.34,yes,no,8.0,2.0,16.0,4.0,2200.0,133.0,2015,1057,101.91
Lava,Android,12.7,no,no,5.0,0.3,16.0,4.0,2000.0,143.5,2013,806,110.36
Others,Android,12.83,yes,no,13.0,5.0,16.0,4.0,2820.0,154.0,2015,699,181.34
Samsung,Android,12.73,yes,no,16.0,5.0,32.0,4.0,2600.0,132.0,2015,698,500.41
Huawei,Android,7.75,no,no,0.3,0.3,256.0,0.25,1350.0,130.0,2013,575,60.14
Others,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2000.0,160.0,2014,565,150.44
Spice,Android,12.7,no,no,5.0,1.3,16.0,4.0,2100.0,186.0,2013,667,89.3
Asus,Android,17.78,no,no,5.0,0.3,32.0,4.0,3450.0,265.0,2015,934,142.39
Oppo,Android,12.7,yes,no,8.0,5.0,16.0,4.0,2420.0,141.0,2015,957,136.94
Asus,Android,10.24,no,no,8.0,2.0,16.0,4.0,1500.0,105.0,2013,604,289.52
Others,Android,12.83,yes,no,13.0,5.0,16.0,4.0,2500.0,154.0,2015,559,129.36
Xiaomi,Android,15.16,yes,no,12.0,20.0,64.0,4.0,3070.0,155.0,2019,353,303.24
LG,Android,15.24,yes,no,13.0,5.0,256.0,4.0,3300.0,158.0,2018,366,650.05
Others,Android,14.35,yes,no,12.0,8.0,64.0,4.0,3100.0,163.0,2018,586,310.1
Honor,Android,17.3,yes,yes,13.0,16.0,128.0,8.0,4300.0,213.0,2020,268,249.8
Samsung,Android,17.78,no,no,2.0,5.0,32.0,4.0,3600.0,310.0,2015,583,119.66
Lenovo,Android,25.43,yes,no,8.0,8.0,16.0,2.0,8400.0,655.0,2016,902,179.17
Alcatel,Android,20.32,yes,no,5.0,2.0,32.0,4.0,4060.0,310.0,2014,892,279.82
LG,Android,13.84,yes,no,8.0,5.0,16.0,2.0,3000.0,148.0,2019,257,140.38
Asus,Android,10.29,no,no,5.0,0.3,32.0,4.0,2100.0,150.0,2015,547,90.36
Celkon,Android,10.16,no,no,3.15,0.3,256.0,0.25,1400.0,140.0,2013,778,58.59
OnePlus,Android,16.94,yes,no,,16.0,256.0,8.0,4085.0,206.0,2019,367,551.61
Meizu,Android,12.83,yes,no,13.0,5.0,16.0,4.0,,145.0,2014,986,129.49
ZTE,Android,16.36,yes,no,13.0,13.0,32.0,4.0,4250.0,215.0,2014,932,349.97
Gionee,Android,12.83,yes,no,13.0,16.0,64.0,4.0,4010.0,182.0,2017,750,280.2
Huawei,Android,16.23,yes,no,10.5,8.0,64.0,4.0,4000.0,176.0,2020,93,141.66
Others,Android,12.7,no,no,13.0,0.3,16.0,4.0,3300.0,200.0,2013,1018,339.95
HTC,Android,10.29,no,no,5.0,0.3,32.0,4.0,2100.0,145.0,2015,995,79.72
Apple,iOS,23.04,yes,no,12.0,5.0,32.0,4.0,7306.0,437.0,2016,704,689.21
Micromax,Android,10.16,no,no,0.3,0.3,16.0,4.0,1200.0,123.0,2015,734,60.96
Huawei,Android,16.69,yes,yes,10.5,16.0,128.0,8.0,4000.0,178.0,2020,203,469.87
Huawei,Android,10.16,no,no,5.0,2.0,16.0,4.0,1700.0,136.1,2014,666,110.29
Oppo,Android,12.75,yes,no,13.0,5.0,16.0,4.0,2000.0,155.0,2014,777,401.3
Lenovo,Android,12.7,no,no,8.0,2.0,32.0,4.0,2150.0,129.0,2014,1050,169.55
Lenovo,Android,10.29,no,no,5.0,0.3,16.0,4.0,2000.0,145.0,2014,958,69.81
Others,Android,12.75,yes,no,12.0,8.0,64.0,4.0,3100.0,165.0,2017,756,209.8
Nokia,Android,15.21,yes,no,5.0,20.0,128.0,4.0,3320.0,172.0,2019,294,619.7
Others,Android,12.7,no,no,13.0,5.0,16.0,4.0,2500.0,154.0,2015,1007,160.75
XOLO,Android,12.7,no,no,13.0,5.0,16.0,4.0,2500.0,158.0,2013,1089,171.51
Motorola,Android,12.83,yes,no,13.0,8.0,64.0,4.0,3000.0,168.0,2017,821,159.67
Huawei,Android,15.32,yes,no,10.5,16.0,128.0,4.0,4000.0,163.0,2020,134,262.05
LG,Android,15.24,yes,no,13.0,8.0,128.0,4.0,3300.0,157.0,2018,492,699.52
Apple,iOS,15.37,yes,no,8.0,7.0,64.0,4.0,3969.0,226.0,2019,298,840.65
Samsung,Android,20.32,yes,no,3.15,1.3,16.0,4.0,4450.0,320.0,2014,643,350.82
Huawei,Android,15.21,yes,no,13.0,8.0,32.0,4.0,3000.0,155.0,2018,624,149.5
Others,Android,12.83,no,no,8.0,2.0,16.0,4.0,2350.0,166.0,2014,976,130.6
LG,Android,15.24,yes,no,13.0,5.0,128.0,4.0,3300.0,158.0,2017,860,418.31
LG,Android,10.34,no,no,5.0,1.3,32.0,4.0,2540.0,126.0,2014,1018,170.05
LG,Android,12.88,yes,no,12.3,5.0,32.0,4.0,3200.0,174.0,2016,859,349.63
Sony,Android,15.24,yes,no,,8.0,128.0,4.0,3600.0,151.0,2020,349,271.15
Xiaomi,Android,10.34,yes,no,8.0,2.0,16.0,4.0,2200.0,133.0,2015,665,121.55
Motorola,Android,12.83,yes,no,21.0,5.0,16.0,4.0,2390.0,169.0,2015,586,238.64
Celkon,Android,12.7,no,no,12.0,3.0,16.0,4.0,1400.0,177.0,2013,779,199.76
Vivo,Android,16.59,yes,yes,,16.0,128.0,8.0,4500.0,190.0,2020,197,246.48
Vivo,Android,15.8,yes,no,13.0,8.0,64.0,4.0,3260.0,152.0,2018,449,200.3
Sony,Android,15.24,yes,no,13.0,1.1,32.0,4.0,3000.0,171.7,2014,647,229.48
HTC,Android,12.7,yes,no,4.0,2.1,16.0,4.0,3200.0,160.0,2013,845,298.62
Others,Android,10.34,no,no,8.0,2.0,32.0,4.0,2500.0,154.0,2015,579,121.06
Meizu,Android,13.87,yes,no,12.0,20.0,64.0,4.0,3000.0,145.0,2018,722,240.77
Huawei,Android,16.71,yes,yes,10.5,16.0,128.0,8.0,4200.0,209.0,2020,162,730.99
Samsung,Others,5.18,no,no,3.15,5.0,256.0,0.25,1300.0,124.0,2015,790,109.22
Others,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3620.0,162.0,2015,774,297.34
Micromax,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2500.0,159.0,2016,617,100.15
Lenovo,Android,12.83,yes,no,13.0,5.0,64.0,4.0,5100.0,177.0,2016,628,241.16
Oppo,Android,12.75,yes,no,13.0,5.0,32.0,4.0,2900.0,147.0,2017,748,148.77
Meizu,Android,12.7,yes,no,13.0,5.0,32.0,4.0,3060.0,138.0,2016,789,119.59
Others,Android,12.7,no,no,5.0,0.3,16.0,4.0,2000.0,155.0,2013,909,89.12
HTC,Android,12.83,yes,no,13.0,5.0,32.0,4.0,2800.0,153.0,2016,714,220.08
Others,Android,12.88,yes,no,13.0,5.0,64.0,4.0,3180.0,167.5,2017,784,170.48
Meizu,Android,12.88,yes,no,13.0,5.0,32.0,4.0,3200.0,145.0,2018,606,99.66
Apple,iOS,18.01,yes,no,5.0,1.2,16.0,4.0,6470.0,331.0,2013,945,270.81
Xiaomi,Android,15.47,yes,no,13.0,8.0,128.0,4.0,5500.0,221.0,2018,682,231.76
HTC,Android,10.34,yes,no,5.0,0.3,32.0,4.0,2100.0,158.0,2014,773,201.82
LG,Android,25.43,no,no,5.0,1.3,16.0,4.0,8000.0,523.0,2014,910,261.43
Lava,Android,10.34,no,no,8.0,0.3,16.0,4.0,2000.0,112.0,2014,1062,150.15
Micromax,Android,12.7,no,no,8.0,2.0,32.0,4.0,2000.0,138.0,2014,1054,169.7
Motorola,Android,15.37,yes,no,,8.0,64.0,4.0,5000.0,200.0,2020,352,122.4
LG,Android,12.7,yes,no,5.0,2.0,32.0,4.0,1900.0,128.0,2016,986,120.32
Alcatel,Android,20.32,no,no,2.0,0.3,8.0,1.0,1800.0,400.0,2013,836,139.95
Samsung,Android,10.16,no,no,5.0,0.3,16.0,4.0,1500.0,118.0,2013,1068,129.74
Lenovo,Android,25.43,no,no,5.0,2.0,16.0,4.0,6340.0,550.0,2014,898,189.21
BlackBerry,Others,7.75,yes,no,13.0,2.0,16.0,4.0,2500.0,178.0,2015,903,181.05
Others,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2000.0,160.0,2014,985,279.39
Asus,Android,10.29,yes,no,5.0,2.0,32.0,4.0,2060.0,148.8,2014,1023,160.57
Huawei,Android,10.29,no,no,5.0,0.3,16.0,4.0,1950.0,160.0,2015,691,108.68
Micromax,Android,12.78,no,no,8.0,2.0,16.0,4.0,2100.0,168.0,2013,780,190.32
Lenovo,Android,20.32,no,no,8.0,1.6,16.0,4.0,6400.0,419.0,2014,645,231.41
Xiaomi,Android,13.08,yes,no,13.0,8.0,64.0,4.0,3350.0,168.0,2017,616,327.32
Sony,Android,10.16,no,no,3.15,2.0,16.0,4.0,1750.0,122.0,2014,666,121.39
LG,Android,10.29,yes,no,5.0,0.3,16.0,4.0,2100.0,129.6,2014,1025,102.0
Honor,Android,16.23,yes,no,13.0,14.5,128.0,4.0,3500.0,206.0,2018,443,549.64
Others,Others,5.18,no,no,0.3,2.0,64.0,0.25,2100.0,150.0,2014,617,18.86
Apple,Others,27.94,yes,no,12.0,7.0,128.0,6.0,5770.5,471.0,2020,248,800.09
Others,Android,10.16,yes,no,8.0,1.3,16.0,4.0,1800.0,173.8,2013,575,269.77
Samsung,Others,7.62,no,no,2.0,1.3,256.0,0.25,1000.0,118.8,2013,1005,121.25
Samsung,Android,10.16,no,no,5.0,0.3,16.0,4.0,1500.0,123.0,2014,845,118.64
Others,Others,5.08,no,no,2.0,0.3,16.0,4.0,1300.0,161.0,2013,630,139.88
Alcatel,Android,12.7,yes,no,5.0,0.3,16.0,4.0,3000.0,162.0,2014,753,139.86
LG,Android,7.67,yes,no,3.15,0.3,16.0,4.0,1700.0,143.0,2015,1002,150.15
Vivo,Android,15.32,yes,no,13.0,12.0,64.0,4.0,3315.0,164.0,2018,477,250.05
Oppo,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3000.0,171.0,2014,607,438.44
LG,Android,12.83,yes,no,13.0,2.1,16.0,4.0,3000.0,149.0,2014,688,298.78
Samsung,Android,12.7,yes,no,5.0,2.0,32.0,4.0,2600.0,138.9,2016,651,110.09
Nokia,Others,7.62,no,no,5.0,0.0,,0.02,1010.0,100.0,2013,1043,79.09
Others,Android,10.24,no,no,5.0,0.3,16.0,4.0,1500.0,190.0,2013,786,110.35
Samsung,Android,12.88,yes,no,16.0,5.0,32.0,4.0,3000.0,153.0,2015,542,531.04
Others,Android,17.78,no,no,2.0,0.3,32.0,4.0,2980.0,295.0,2017,552,67.21
Others,Android,10.29,yes,no,5.0,2.0,16.0,4.0,2100.0,141.0,2014,674,129.59
HTC,Android,10.24,no,no,5.0,0.3,16.0,4.0,1650.0,120.0,2013,1018,158.52
Vivo,Android,15.8,yes,no,13.0,5.0,16.0,4.0,3260.0,143.0,2018,558,130.87
Others,Android,10.36,no,no,8.0,5.0,16.0,4.0,2000.0,135.0,2013,681,210.76
Vivo,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2300.0,153.0,2015,754,98.6
Others,Android,10.34,no,no,5.0,2.0,16.0,4.0,2100.0,150.0,2014,924,81.4
Oppo,Android,15.37,yes,no,8.0,16.0,128.0,8.0,4000.0,200.0,2019,462,516.6
HTC,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2600.0,160.0,2014,806,259.69
Huawei,Android,15.9,yes,no,13.0,32.0,64.0,6.0,4000.0,178.0,2019,206,199.25
Spice,Android,10.29,no,no,8.0,1.3,16.0,4.0,2100.0,190.0,2013,814,80.01
Asus,Android,12.75,yes,no,13.0,8.0,32.0,4.0,5000.0,168.0,2017,593,329.63
Lenovo,Android,12.7,yes,no,8.0,2.0,16.0,4.0,2300.0,142.0,2016,878,109.68
Xiaomi,Android,16.23,yes,yes,12.0,20.0,128.0,8.0,4000.0,196.0,2019,391,492.99
Gionee,Android,12.7,no,no,13.0,5.0,16.0,4.0,2300.0,133.0,2014,699,271.14
Motorola,Android,15.32,yes,no,13.0,25.0,64.0,4.0,4000.0,188.0,2019,216,169.92
Sony,Android,15.24,yes,no,21.5,16.0,16.0,4.0,2700.0,202.0,2016,1091,250.0
Asus,Android,12.75,yes,no,13.0,5.0,32.0,4.0,4100.0,158.4,2016,599,208.06
